run_id,scenario,evolve,stress,time,mean_n,mean_w,mean_q,var_n,var_w,var_q,min_z,spatial_covariance_bonus,cov_w_q,cov_w_bq,cov_w_prey_gain,persistent_window_label
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,255.0,4.846558292254004,0.6342868845526972,0.5741934746133757,7.868868927119227e-15,2.456736134378493e-15,2.0956014776077446e-16,1.1858213392296297,-1.5504091066542713e-17,-7.163508249472106e-16,4.2981049500903895e-17,4.378098378572083e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,260.0,4.845510955108574,0.6348715635299372,0.5740319386132476,6.5515627719437736e-15,2.0450908579248644e-15,1.7459348495538968e-16,1.1862840113963982,-5.937362147073744e-17,-5.966102262907549e-16,3.579661357975053e-17,3.645217800562037e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,265.0,4.844548037886246,0.6354090785757518,0.5738831855077109,5.459004736564729e-15,1.7037584289875146e-15,1.4554607855159587e-16,1.1867094262290605,-1.1460016963171782e-16,-4.972226469337955e-16,2.983335881647918e-17,3.037249253897401e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,270.0,4.843662495651023,0.6359033709046459,0.5737461865864353,4.5519231384459324e-15,1.4204346892738291e-15,1.2139840151186682e-16,1.1871006875835635,-1.1958749962515114e-16,-4.146563059702939e-16,2.4879378360518945e-17,2.5324189226613736e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,275.0,4.8428479101665705,0.636358030358408,0.5736199987110826,3.798115356612109e-15,1.185034255672992e-15,1.0131020922358547e-16,1.187460623974589,-6.124387021827493e-17,-3.460080134588047e-16,2.0760480807628717e-17,2.112855281364293e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,280.0,4.842098428134438,0.6367763301439048,0.5735037567470949,3.1711288184309317e-15,9.892756320836676e-16,8.458822487043333e-17,1.187791815601194,5.137763044865684e-17,-2.888878207298736e-16,1.733326924379477e-17,1.7638658788414402e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,285.0,4.8414087063548745,0.6371612576615081,0.5733966667350209,2.6491985316429377e-15,8.263472205991639e-16,7.065982082648767e-17,1.1880966183590067,-1.0313473165768361e-17,-2.413256082307566e-16,1.4479536493592606e-17,1.4733534785465568e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,290.0,4.840773862945959,0.6375155419148507,0.5732979997191701,2.2143890018604837e-15,6.906377292577339e-16,5.905154535739078e-17,1.1883771852126181,-8.677683138030856e-17,-2.0169526897435438e-16,1.2101716137742926e-17,1.231343552924654e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,295.0,4.840189433866659,0.6378416779296101,0.5732070861616441,1.8518993975375242e-15,5.775179843560418e-16,4.937157429213396e-17,1.1886354852548426,-4.2378752417027155e-17,-1.6865304184044916e-16,1.0119182510764011e-17,1.029600955809213e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,300.0,4.8396513340879235,0.6381419485527631,0.573123310878709,1.5494995340117132e-15,4.831639096682995e-16,4.129534723868843e-17,1.1888733207373319,-3.340020317613157e-17,-1.4108725194988819e-16,8.465235117191873e-18,8.613182495687392e-17,below_ode_no_evo_threshold
