run_id,model_type,evolve,stress_label,stress,time,mean_n,mean_w,mean_q,mean_z,var_n,var_w,var_q,min_z,spatial_growth,meanfield_growth,spatial_covariance_bonus,cov_w_q,cov_w_bq,cov_w_n,cov_w_prey_gain,predator_fraction_in_low_q,predator_fraction_in_high_gain,area_fraction_low_q,area_fraction_high_gain,predator_low_q_enrichment,predator_high_gain_enrichment,persistent_tail_label
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,159.0,4.833333333334281,0.6416666666661227,0.6726147415804493,1.1916666666662636,0.0,0.0,0.0,1.1916666666662636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,162.0,4.833333333334248,0.6416666666661419,0.6726147415804431,1.1916666666662772,0.0,0.0,0.0,1.1916666666662772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,165.0,4.833333333334214,0.6416666666661608,0.6726147415804368,1.191666666666292,0.0,0.0,0.0,1.191666666666292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,168.0,4.833333333334184,0.6416666666661787,0.6726147415804304,1.1916666666663045,0.0,0.0,0.0,1.1916666666663045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,171.0,4.833333333334155,0.6416666666661954,0.6726147415804242,1.191666666666317,0.0,0.0,0.0,1.191666666666317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,174.0,4.833333333334125,0.6416666666662122,0.6726147415804179,1.1916666666663294,0.0,0.0,0.0,1.1916666666663294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,177.0,4.833333333334096,0.641666666666229,0.6726147415804116,1.191666666666342,0.0,0.0,0.0,1.191666666666342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,180.0,4.833333333334067,0.6416666666662457,0.6726147415804054,1.1916666666663547,0.0,0.0,0.0,1.1916666666663547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,183.0,4.833333333334039,0.6416666666662619,0.6726147415803992,1.1916666666663658,0.0,0.0,0.0,1.1916666666663658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,186.0,4.833333333334013,0.6416666666662768,0.672614741580395,1.1916666666663769,0.0,0.0,0.0,1.1916666666663769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,189.0,4.833333333333987,0.641666666666291,0.6726147415803908,1.1916666666663893,0.0,0.0,0.0,1.1916666666663893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,192.0,4.833333333333966,0.6416666666663038,0.6726147415803867,1.1916666666663969,0.0,0.0,0.0,1.1916666666663969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,195.0,4.833333333333944,0.6416666666663163,0.6726147415803825,1.1916666666664066,0.0,0.0,0.0,1.1916666666664066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,198.0,4.833333333333922,0.641666666666329,0.6726147415803783,1.191666666666416,0.0,0.0,0.0,1.191666666666416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,201.0,4.8333333333339015,0.6416666666663406,0.672614741580374,1.1916666666664248,0.0,0.0,0.0,1.1916666666664248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,204.0,4.833333333333882,0.6416666666663516,0.6726147415803698,1.1916666666664333,0.0,0.0,0.0,1.1916666666664333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,207.0,4.833333333333864,0.6416666666663621,0.6726147415803657,1.1916666666664408,0.0,0.0,0.0,1.1916666666664408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,210.0,4.8333333333338455,0.6416666666663726,0.6726147415803615,1.1916666666664488,0.0,0.0,0.0,1.1916666666664488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,213.0,4.833333333333827,0.6416666666663831,0.6726147415803573,1.191666666666457,0.0,0.0,0.0,1.191666666666457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,216.0,4.83333333333381,0.6416666666663936,0.6726147415803531,1.1916666666664635,0.0,0.0,0.0,1.1916666666664635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,219.0,4.833333333333791,0.641666666666404,0.6726147415803488,1.1916666666664715,0.0,0.0,0.0,1.1916666666664715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,222.0,4.833333333333773,0.6416666666664145,0.6726147415803446,1.19166666666648,0.0,0.0,0.0,1.19166666666648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
