case_label,followup_case_id,run_role,stress,baseline_state,perturbation_type,seed,T,time,mean_n,mean_w,mean_q
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,485.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,490.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,495.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,500.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,505.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,510.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,515.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,520.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,525.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,530.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,535.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,540.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,545.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,550.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,555.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,560.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,565.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,570.0,3.4978927388525993,1.3093869639070337,0.0
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,control,0.1584375,basin_boundary_state,homogeneous_control,20260702,1600.0,575.0,3.4978927388525993,1.3093869639070337,0.0
