stress,q0,w0_scale,n0,w0,z0,classification,basin_label,tail_mean_w,tail_mean_q,q_change,selection_gradient_tail_mean,predator_growth_factor_tail_mean,relative_change_between_last_windows,physical,notes
0.16486816,0.1,0.5,4.8333333333389445,0.32083333333172265,1.5124999999959998,persistent_steady,persistent_basin,0.6416666670248132,0.19554266008304225,0.09554266008304224,1.2310308945057752e-10,1.412295722755972e-10,2.024814212596323e-06,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.1,1.0,4.8333333333389445,0.6416666666634453,1.1916666666642772,persistent_steady,persistent_basin,0.6416666685940223,0.19554266006977672,0.09554266006977671,6.275753346351723e-10,7.048644452748264e-11,5.039240577935901e-07,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.1,1.5,4.8333333333389445,0.962499999995168,0.8708333333325544,persistent_steady,persistent_basin,0.6416666687386757,0.19554266020247768,0.09554266020247767,6.693533690279215e-10,2.1039841336931325e-11,1.3865219578913293e-07,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.2,0.02,4.8333333333389445,0.012833333333268906,1.8204999999944536,declining_transient,transient_basin,0.9932650809973507,0.11108444053206239,-0.08891555946793762,0.10849216095280542,-0.001414818897185118,-0.21516860414137504,True,window_change_indicates_transient
0.16486816,0.2,0.05,4.8333333333389445,0.032083333333172266,1.8012499999945502,declining_transient,transient_basin,0.6410595403618742,0.19572131927553582,-0.00427868072446419,-0.000198560992594183,-3.0677246400369805e-05,-0.2900268483493745,True,window_change_indicates_transient
0.16486816,0.2,0.1,4.8333333333389445,0.06416666666634453,1.769166666661378,persistent_steady,persistent_basin,0.6416619956544934,0.1955434492250166,-0.004456550774983414,-1.508565247787393e-06,-4.341949885367506e-08,-0.0003571273610422554,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.2,0.2,4.8333333333389445,0.12833333333268906,1.7049999999950334,persistent_steady,persistent_basin,0.6416666545859672,0.19554266644042875,-0.004457333559571258,-4.0224098592411554e-09,-1.354504027458366e-09,-1.801037820895475e-05,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.2,0.5,4.8333333333389445,0.32083333333172265,1.5124999999959998,persistent_steady,persistent_basin,0.6416666680539145,0.19554266026172695,-0.004457339738273058,4.499736598418121e-10,3.289636601531033e-11,-3.158996299679127e-07,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.2,1.0,4.8333333333389445,0.6416666666634453,1.1916666666642772,persistent_steady,persistent_basin,0.6416666677444872,0.19554266043804824,-0.0044573395619517675,3.4613978213186246e-10,-1.0087776293311713e-11,5.657248123605853e-08,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.2,1.5,4.8333333333389445,0.962499999995168,0.8708333333325544,persistent_steady,persistent_basin,0.6416666656237566,0.19554266055300817,-0.004457339446991837,-3.311283620413518e-10,4.878414887418315e-11,4.954495237240152e-07,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.3,0.02,4.8333333333389445,0.012833333333268906,1.8204999999944536,recovery_transient,transient_basin,1.2784506983840378,0.0003740991815664725,-0.29962590081843354,0.19105878202972526,-5.395572766856522e-06,2.699397851071767,True,window_change_indicates_transient
0.16486816,0.3,0.05,4.8333333333389445,0.032083333333172266,1.8012499999945502,recovery_transient,transient_basin,1.2313338545307153,0.023192620236748528,-0.2768073797632515,0.17817641357348474,-0.0003430052341599813,0.17496591831771774,True,window_change_indicates_transient
0.16486816,0.3,0.1,4.8333333333389445,0.06416666666634453,1.769166666661378,declining_transient,transient_basin,0.8670319515915476,0.14768739517650672,-0.15231260482349326,0.07019104305627911,-0.001466484159208649,-0.30466013397268965,True,window_change_indicates_transient
0.16486816,0.3,0.2,4.8333333333389445,0.12833333333268906,1.7049999999950334,declining_transient,transient_basin,0.6408754824413918,0.19569804109545355,-0.10430195890454644,-0.0002562790889751159,-1.4668824393625641e-05,-0.27661642340301934,True,window_change_indicates_transient
0.16486816,0.3,0.5,4.8333333333389445,0.32083333333172265,1.5124999999959998,persistent_steady,persistent_basin,0.6416667115187166,0.19554257988452708,-0.1044574201154729,1.6782984140288975e-08,2.404701830561863e-08,0.000330760047119034,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.3,1.0,4.8333333333389445,0.6416666666634453,1.1916666666642772,persistent_steady,persistent_basin,0.6416667947137193,0.1955426592166186,-0.1044573407833814,4.071685115064684e-08,-5.3650349039911935e-09,-8.528627132191731e-05,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.3,1.5,4.8333333333389445,0.962499999995168,0.8708333333325544,persistent_steady,persistent_basin,0.6416669443147566,0.1955426390505771,-0.1044573609494229,8.891414787085235e-08,-5.650739748204784e-09,-9.997055565180452e-05,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.4,0.02,4.8333333333389445,0.012833333333268906,1.8204999999944536,recovery_transient,transient_basin,0.23884911676284076,1.4741141428800959e-06,-0.39999852588585716,-0.12037909542835665,0.012957221626251667,82.15449833596816,True,window_change_indicates_transient
0.16486816,0.4,0.05,4.8333333333389445,0.032083333333172266,1.8012499999945502,recovery_transient,transient_basin,0.9037650580338508,8.211866105812278e-06,-0.3999917881338942,0.07908927192571208,0.009186343806821741,90.85075197639411,True,window_change_indicates_transient
0.16486816,0.4,0.1,4.8333333333389445,0.06416666666634453,1.769166666661378,recovery_transient,transient_basin,1.2788502595300644,0.00015857639435250435,-0.3998414236056475,0.19116592585942072,8.45152726244892e-07,8.429953886892083,True,window_change_indicates_transient
0.16486816,0.4,0.2,4.8333333333389445,0.12833333333268906,1.7049999999950334,recovery_transient,transient_basin,1.2734405600824075,0.0029468669017788797,-0.39705313309822116,0.1897152185861108,-4.266730140461012e-05,1.0610312982245638,True,window_change_indicates_transient
0.16486816,0.4,0.5,4.8333333333389445,0.32083333333172265,1.5124999999959998,declining_transient,transient_basin,1.1718256564548577,0.048564421673130846,-0.35143557832686917,0.16129543196642698,-0.0007192185301731162,0.046626032840739046,True,window_change_indicates_transient
0.16486816,0.4,1.0,4.8333333333389445,0.6416666666634453,1.1916666666642772,declining_transient,transient_basin,1.0832577074191259,0.08155567288268155,-0.31844432711731846,0.13538596763486044,-0.0011517863338452673,-0.11863964179465981,True,window_change_indicates_transient
