r_v,a_v,b_u,b_v,b_v_over_b_u,stress,branch_exists,A1,A2,A3,A1A2_minus_A3,routh_hurwitz_stable,max_real_eigenvalue,rh_matches_eigenvalue,condition_class
0.75,0.35,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.35,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.35,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.35,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.35,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.35,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.35,0.08,0.02,0.25,0.1584375,True,5.33938544094794,-0.031986459416085467,0.0017997603121939574,-0.17258779602591284,False,0.0030234365315937295,True,branch_unstable
0.75,0.35,0.08,0.02,0.25,0.16486816,True,5.371838538616939,-0.04530253887747726,0.0016550095447441448,-0.24501293378396866,False,0.004238612139649158,True,branch_unstable
0.75,0.35,0.08,0.04,0.5,0.1584375,True,5.1971991550116545,-0.005942956264050281,0.0015612509636251353,-0.032447978237418476,False,0.0006005010240095789,True,branch_unstable
0.75,0.35,0.08,0.04,0.5,0.16486816,True,5.244642136130536,-0.02136381521122921,0.0014641386793514614,-0.11350970412467067,False,0.0020617004329477368,True,branch_unstable
0.75,0.35,0.08,0.06,0.75,0.1584375,True,4.770640297202797,0.07218755319205172,0.0008457229179186701,0.34353512729655367,True,-0.007571206407263223,True,branch_stable
0.75,0.35,0.08,0.06,0.75,0.16486816,True,4.863052928671328,0.0504523557875185,0.0008915260831734071,0.24446095048768623,True,-0.005179456799623505,True,branch_stable
0.75,0.35,0.1,0.025,0.25,0.1584375,True,5.03431551087801,0.024740824701790842,0.0033372394370924058,0.12121587811104706,True,-0.0023935937774022032,True,branch_stable
0.75,0.35,0.1,0.025,0.25,0.16486816,True,5.060772655167056,0.014116722190820497,0.0033014480677332515,0.06814007357616109,True,-0.0013309335211859835,True,branch_stable
0.75,0.35,0.1,0.05,0.5,0.1584375,True,4.7395942599067595,0.07839737701725547,0.002056316793849325,0.3695154413088808,True,-0.008253287541103979,True,branch_stable
0.75,0.35,0.1,0.05,0.5,0.16486816,True,4.77804331095571,0.06701448349571493,0.0021226436067116384,0.3180754609971409,True,-0.006986560682316713,True,branch_stable
0.75,0.35,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.35,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.4,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.4,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.4,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.4,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.4,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.4,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.4,0.08,0.02,0.25,0.1584375,True,5.262267203282828,-0.014013872717852038,0.00187083999236181,-0.07561558278649458,False,0.001364598102428661,True,branch_unstable
0.75,0.4,0.08,0.02,0.25,0.16486816,True,5.293364965656566,-0.02700372710854282,0.0017318762154241991,-0.14467245923393524,False,0.0025790759690122187,True,branch_unstable
0.75,0.4,0.08,0.04,0.5,0.1584375,True,5.118428706709956,0.010896306646669629,0.0016133442236541666,0.05415862451377416,True,-0.0010340334621722932,True,branch_stable
0.75,0.4,0.08,0.04,0.5,0.16486816,True,5.1637356294372285,-0.003919133159705268,0.0015227413596912056,-0.0217601088929702,False,0.0004079713346413081,True,branch_unstable
0.75,0.4,0.08,0.06,0.75,0.1584375,True,4.686913216991341,0.08562684474023463,0.0008408569175312426,0.40048473342473995,True,-0.009151195003817968,True,branch_stable
0.75,0.4,0.08,0.06,0.75,0.16486816,True,4.77484762077922,0.06533464868681449,0.0008953367924922222,0.31106765504419015,True,-0.006841456106118509,True,branch_stable
0.75,0.4,0.1,0.025,0.25,0.1584375,True,4.964405776515152,0.03851125652840537,0.0034032348120330742,0.18778226955843938,True,-0.0038154520849746558,True,branch_stable
0.75,0.4,0.1,0.025,0.25,0.16486816,True,4.989819874747474,0.02802170098747858,0.003370625658111955,0.1364526148534396,True,-0.0027431407309898227,True,branch_stable
0.75,0.4,0.1,0.05,0.5,0.1584375,True,4.671636566558441,0.08884478349710179,0.002069772820386527,0.41298076651264215,True,-0.009499981498209537,True,branch_stable
0.75,0.4,0.1,0.05,0.5,0.16486816,True,4.708417993073593,0.07777979196537466,0.0021387018909482997,0.3640810700963426,True,-0.00824008865239088,True,branch_stable
0.75,0.4,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.4,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.45,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.45,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.45,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.45,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.45,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.45,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.45,0.08,0.02,0.25,0.1584375,True,5.164183023415978,0.016838522468733075,0.0019329870561079587,0.08502422481633189,True,-0.0015950404146914247,True,branch_stable
0.75,0.45,0.08,0.02,0.25,0.16486816,True,5.1936790258953165,0.0044224065997759965,0.001799765952069821,0.021168794449167794,True,-0.000392442445707953,True,branch_stable
0.75,0.45,0.08,0.04,0.5,0.1584375,True,5.020872073002755,0.03958368742784657,0.0016596258966619344,0.19708500485628316,True,-0.003915050582894685,True,branch_stable
0.75,0.45,0.08,0.04,0.5,0.16486816,True,5.063654563085399,0.025670946416838092,0.0015747422881047287,0.12841406267423827,True,-0.0025065671585953854,True,branch_stable
0.75,0.45,0.08,0.06,0.75,0.1584375,True,4.590939221763085,0.10781918230518883,0.0008395424183238632,0.4941517704849919,True,-0.011783071744840702,True,branch_stable
0.75,0.45,0.08,0.06,0.75,0.16486816,True,4.673581174655647,0.08941656586801727,0.000899671296209455,0.41699590764691274,True,-0.009584806842265276,True,branch_stable
0.75,0.45,0.1,0.025,0.25,0.1584375,True,4.8748407369146,0.0638313787073077,0.003469074297664144,0.3076987309181427,True,-0.006491123755046745,True,branch_stable
0.75,0.45,0.1,0.025,0.25,0.16486816,True,4.899022144352617,0.05367731028183975,0.0034391294461003016,0.25952720227391907,True,-0.005418550056554469,True,branch_stable
0.75,0.45,0.1,0.05,0.5,0.1584375,True,4.586858643250689,0.10911169400793419,0.0020892650923295445,0.4983906516476878,True,-0.011905841505505787,True,branch_stable
0.75,0.45,0.1,0.05,0.5,0.16486816,True,4.621669240771349,0.09859202416215496,0.0021592958624837813,0.45350042959313347,True,-0.010664717262653056,True,branch_stable
0.75,0.45,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.45,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
